station	,
ABCD	,
Year	,
Month	,
Date	,
19610902	,0.0
19610903	,0.7
19610904	,0.0
19610905	,1.4
19610906	,0.6
19610907	,4.4
19610908	,0.0
19610909	,6.7
19610910	,0.0
19610911	,0.0
19610912	,0.0
19610913	,0.0
19610914	,0.1
19610915	,0.0
19610916	,0.8
19610917	,1.9
19610918	,0.0
19610919	,13.3
19610920	,14.7
19610921	,5.7
19610922	,0.3
19610923	,5.3
19610924	,0.0
19610925	,0.0
19610926	,82.9
19610927	,0.6
19610928	,6.0
19610929	,0.6
19610930	,0.7
19611001	,14.3
19611002	,1.0
19611003	,0.0
19611004	,0.0
19611005	,0.0
19611006	,2.0
19611007	,0.3
19611008	,1.2
19611009	,0.0
19611010	,0.0
19611011	,0.0
19611012	,0.0
19611013	,0.0
19611014	,0.0
19611015	,0.0
19611016	,2.8
19611017	,0.3
19611018	,2.2
19611019	,0.0
19611020	,0.0
19611021	,0.0
19611022	,0.0
19611023	,0.0
19611024	,0.0
19611025	,0.0
19611026	,0.0
19611027	,0.0
19611028	,0.0
19611029	,0.0
19611030	,0.0
19611031	,0.2
19611101	,0.0
19611102	,0.0
19611103	,0.0
19611104	,0.0
19611105	,0.0
19611106	,1.7
19611107	,0.0
19611108	,8.8
19611109	,0.2
19611110	,0.0
19611111	,0.0
19611112	,0.0
19611113	,0.0
19611114	,0.0
19611115	,0.0
19611116	,0.0
19611117	,0.0
19611118	,0.0
19611119	,0.0
19611120	,0.0
19611121	,0.0
19611122	,0.0
19611123	,0.0
19611124	,0.0
19611125	,0.0
19611126	,0.0
19611127	,0.0
19611128	,0.0
19611129	,0.0
19611130	,0.0
19611201	,0.0
19611202	,0.0
19611203	,0.0
19611204	,0.0
19611205	,0.0
19611206	,0.0
19611207	,0.0
19611208	,0.2
19611209	,0.0
19611210	,0.0
19611211	,0.0
19611212	,0.0
19611213	,0.0
19611214	,0.0
19611215	,0.0
19611216	,0.0
19611217	,0.0
19611218	,0.0
19611219	,0.5
19611220	,0.0
19611221	,0.0
19611222	,0.0
19611223	,0.0
19611224	,0.0
19611225	,0.0
19611226	,0.0
19611227	,0.0
19611228	,0.0
19611229	,0.0
19611230	,0.0
19611231	,0.0
19620101	,0.0
19620102	,0.0
19620103	,0.0
19620104	,0.0
19620105	,0.0
19620106	,0.0
19620107	,0.0
19620108	,0.0
19620109	,0.0
19620110	,0.0
19620111	,0.0
19620112	,0.0
19620113	,0.0
19620114	,0.0
19620115	,0.0
19620116	,0.0
19620117	,0.0
19620118	,0.0
19620119	,0.0
19620120	,0.0
19620121	,0.0
19620122	,0.0
19620123	,0.0
19620124	,0.0
19620125	,0.0
19620126	,0.0
19620127	,0.4
19620128	,11.6
19620129	,0.0
19620130	,0.0
19620131	,0.0
19620201	,0.0
19620202	,0.0
19620203	,0.0
19620204	,0.0
19620205	,0.0
19620206	,0.0
19620207	,0.0
19620208	,7.6
19620209	,2.0
19620210	,0.0
19620211	,0.0
19620212	,0.0
19620213	,0.0
19620214	,0.0
19620215	,0.0
19620216	,0.0
19620217	,0.0
19620218	,0.0
19620219	,0.0
19620220	,0.0
19620221	,0.0
19620222	,0.0
19620223	,0.0
19620224	,0.0
19620225	,0.0
19620226	,1.1
19620227	,0.0
19620228	,0.0
19620301	,0.0
19620302	,0.0
19620303	,0.0
19620304	,0.0
19620305	,0.0
19620306	,1.5
19620307	,5.6
19620308	,0.0
19620309	,0.0
19620310	,0.0
19620311	,0.0
19620312	,0.0
19620313	,0.0
19620314	,0.0
19620315	,0.0
19620316	,0.0
19620317	,0.0
19620318	,0.0
19620319	,0.0
19620320	,0.0
19620321	,0.0
19620322	,0.0
19620323	,0.0
19620324	,0.0
19620325	,0.0
19620326	,0.0
19620327	,0.0
19620328	,0.0
19620329	,0.0
19620330	,0.0
19620331	,0.0
19620401	,0.0
19620402	,0.0
19620403	,0.0
19620404	,0.0
19620405	,0.0
19620406	,7.0
19620407	,32.4
19620408	,0.0
19620409	,15.0
19620410	,0.4
19620411	,29.5
19620412	,0.0
19620413	,0.0
19620414	,2.5
19620415	,0.0
19620416	,0.0
19620417	,0.0
19620418	,10.7
19620419	,1.0
19620420	,0.3
19620421	,1.8
19620422	,0.0
19620423	,0.0
19620424	,0.0
19620425	,0.0
19620426	,0.0
19620427	,2.1
19620428	,0.0
19620429	,18.6
19620430	,1.7
19620501	,17.6
19620502	,5.3
19620503	,12.8
19620504	,2.0
19620505	,3.5
19620506	,6.5
19620507	,0.7
19620508	,11.7
19620509	,7.4
19620510	,0.0
19620511	,0.0
19620512	,19.5
19620513	,0.0
19620514	,0.0
19620515	,16.0
19620516	,39.0
19620517	,0.6
19620518	,7.4
19620519	,11.0
19620520	,0.6
19620521	,11.6
19620522	,2.6
19620523	,18.0
19620524	,0.0
19620525	,0.0
19620526	,1.0
19620527	,1.1
19620528	,12.8
19620529	,4.4
19620530	,14.2
19620531	,12.6
19620601	,9.0
19620602	,0.0
19620603	,0.0
19620604	,0.0
19620605	,0.0
19620606	,2.4
19620607	,6.5
19620608	,30.1
19620609	,1.7
19620610	,6.6
19620611	,0.0
19620612	,0.0
19620613	,0.0
19620614	,7.0
19620615	,3.3
19620616	,25.4
19620617	,2.0
19620618	,17.6
19620619	,19.4
19620620	,0.0
19620621	,1.4
19620622	,35.7
19620623	,4.4
19620624	,0.7
19620625	,7.3
19620626	,39.3
19620627	,41.6
19620628	,7.6
19620629	,11.2
19620630	,0.0
19620701	,2.4
19620702	,18.1
19620703	,0.0
19620704	,0.0
19620705	,0.0
19620706	,0.0
19620707	,0.1
19620708	,0.0
19620709	,0.0
19620710	,0.0
19620711	,0.0
19620712	,0.0
19620713	,0.0
19620714	,0.0
19620715	,22.7
19620716	,0.0
19620717	,30.6
19620718	,0.2
19620719	,0.0
19620720	,0.0
19620721	,0.0
19620722	,1.9
19620723	,0.1
19620724	,0.0
19620725	,2.7
19620726	,27.5
19620727	,23.7
19620728	,0.0
19620729	,14.2
19620730	,36.5
19620731	,0.0
19620801	,0.0
19620802	,17.1
19620803	,0.4
19620804	,4.2
19620805	,0.7
19620806	,12.6
19620807	,13.8
19620808	,1.9
19620809	,1.0
19620810	,0.1
19620811	,10.4
19620812	,0.0
19620813	,3.9
19620814	,4.6
19620815	,1.4
19620816	,0.5
19620817	,2.6
19620818	,29.5
19620819	,7.0
19620820	,11.4
19620821	,12.1
19620822	,0.0
19620823	,0.2
19620824	,0.0
19620825	,0.0
19620826	,0.0
19620827	,41.8
19620828	,0.0
19620829	,0.0
19620830	,35.4
19620831	,11.3
19620901	,0.0
19620902	,0.0
19620903	,0.0
19620904	,0.0
19620905	,18.7
19620906	,3.8
19620907	,0.0
19620908	,0.0
19620909	,0.0
19620910	,0.5
19620911	,0.0
19620912	,0.4
19620913	,0.0
19620914	,0.0
19620915	,0.6
19620916	,3.0
19620917	,0.0
19620918	,0.0
19620919	,0.0
19620920	,0.2
19620921	,0.0
19620922	,0.0
19620923	,0.0
19620924	,0.0
19620925	,0.0
19620926	,0.0
19620927	,0.0
19620928	,0.0
19620929	,0.0
19620930	,0.0
19621001	,5.0
19621002	,2.7
19621003	,7.8
19621004	,0.0
19621005	,0.0
19621006	,0.0
19621007	,41.7
19621008	,4.2
19621009	,0.0
19621010	,0.0
19621011	,0.0
19621012	,0.0
19621013	,0.0
19621014	,0.4
19621015	,0.0
19621016	,0.0
19621017	,0.0
19621018	,0.0
19621019	,0.0
19621020	,0.0
19621021	,0.0
19621022	,0.0
19621023	,0.0
19621024	,0.0
19621025	,0.0
19621026	,0.0
19621027	,0.0
19621028	,0.0
19621029	,1.4
19621030	,0.6
19621031	,3.0
19621101	,0.0
19621102	,0.0
19621103	,0.0
19621104	,0.0
19621105	,0.0
19621106	,0.0
19621107	,0.0
19621108	,0.0
19621109	,0.0
19621110	,0.0
19621111	,0.0
19621112	,0.0
19621113	,0.0
19621114	,0.0
19621115	,0.0
19621116	,0.0
19621117	,0.0
19621118	,0.0
19621119	,0.0
19621120	,0.0
19621121	,0.0
19621122	,0.0
19621123	,0.0
19621124	,0.0
19621125	,0.0
19621126	,0.0
19621127	,0.0
19621128	,0.0
19621129	,0.0
19621130	,0.0
19621201	,0.0
19621202	,0.0
19621203	,0.0
19621204	,0.0
19621205	,0.0
19621206	,0.0
19621207	,0.0
19621208	,0.0
19621209	,1.6
19621210	,0.0
19621211	,0.0
19621212	,0.0
19621213	,0.4
19621214	,0.0
19621215	,0.0
19621216	,0.0
19621217	,0.0
19621218	,0.0
19621219	,0.0
19621220	,0.0
19621221	,0.0
19621222	,0.0
19621223	,0.0
19621224	,0.0
19621225	,0.0
19621226	,0.0
19621227	,0.0
19621228	,0.0
19621229	,0.0
19621230	,0.0
19621231	,0.0
19630101	,0.0
19630102	,0.0
19630103	,0.0
19630104	,0.0
19630105	,0.0
19630106	,0.0
19630107	,0.0
19630108	,0.0
19630109	,0.0
19630110	,0.0
19630111	,0.0
19630112	,0.0
19630113	,0.0
19630114	,0.0
19630115	,0.0
19630116	,0.0
19630117	,0.0
19630118	,0.0
19630119	,0.0
19630120	,0.0
19630121	,0.0
19630122	,0.0
19630123	,0.0
19630124	,0.0
19630125	,0.0
19630126	,0.0
19630127	,0.0
19630128	,0.0
19630129	,0.0
19630130	,0.0
19630131	,0.0
19630201	,0.0
19630202	,0.0
19630203	,0.0
19630204	,0.0
19630205	,0.0
19630206	,0.0
19630207	,0.0
19630208	,0.0
19630209	,0.0
19630210	,0.0
19630211	,0.0
19630212	,0.0
19630213	,0.0
19630214	,0.0
19630215	,0.0
19630216	,0.0
19630217	,0.0
19630218	,0.0
19630219	,0.0
19630220	,0.0
19630221	,0.0
19630222	,0.0
19630223	,0.0
19630224	,0.0
19630225	,0.0
19630226	,0.0
19630227	,0.0
19630228	,0.0
19630301	,0.0
19630302	,0.0
19630303	,0.0
19630304	,0.0
19630305	,0.0
19630306	,3.6
19630307	,12.7
19630308	,0.0
19630309	,0.0
19630310	,7.6
19630311	,22.8
19630312	,15.5
19630313	,0.0
19630314	,0.0
19630315	,0.0
19630316	,0.0
19630317	,0.0
19630318	,0.0
19630319	,0.0
19630320	,0.0
19630321	,0.0
19630322	,0.0
19630323	,0.0
19630324	,0.0
19630325	,0.0
19630326	,0.0
19630327	,0.0
19630328	,0.0
19630329	,0.0
19630330	,0.0
19630331	,0.0
19630401	,0.0
19630402	,0.0
19630403	,0.0
19630404	,4.2
19630405	,0.0
19630406	,0.0
19630407	,0.0
19630408	,0.0
19630409	,0.0
19630410	,0.2
19630411	,0.0
19630412	,0.0
19630413	,0.0
19630414	,1.9
19630415	,17.2
19630416	,22.2
19630417	,27.8
19630418	,29.9
19630419	,15.0
19630420	,0.0
19630421	,0.0
19630422	,0.0
19630423	,2.7
19630424	,0.0
19630425	,0.0
19630426	,0.0
19630427	,2.0
19630428	,0.0
19630429	,35.6
19630430	,4.5
19630501	,13.0
19630502	,0.2
19630503	,0.0
19630504	,3.7
19630505	,1.8
19630506	,0.0
19630507	,0.0
19630508	,0.0
19630509	,0.4
19630510	,7.6
19630511	,0.6
19630512	,6.5
19630513	,12.4
19630514	,8.0
19630515	,27.5
19630516	,51.9
19630517	,19.1
19630518	,0.0
19630519	,0.0
19630520	,11.6
19630521	,0.0
19630522	,0.0
19630523	,20.0
19630524	,1.8
19630525	,13.2
19630526	,0.0
19630527	,0.0
19630528	,0.1
19630529	,1.0
19630530	,37.0
19630531	,18.8
19630601	,0.0
19630602	,0.0
19630603	,0.0
19630604	,0.0
19630605	,0.0
19630606	,0.0
19630607	,4.8
19630608	,102.3
19630609	,4.2
19630610	,1.2
19630611	,0.0
19630612	,0.7
19630613	,0.7
19630614	,2.1
19630615	,0.4
19630616	,1.1
19630617	,0.4
19630618	,1.8
19630619	,23.6
19630620	,57.9
19630621	,28.4
19630622	,10.6
19630623	,0.2
19630624	,0.0
19630625	,0.0
19630626	,0.0
19630627	,0.0
19630628	,0.0
19630629	,0.0
19630630	,8.7
19630701	,0.0
19630702	,0.2
19630703	,0.0
19630704	,0.3
19630705	,0.6
19630706	,0.3
19630707	,25.5
19630708	,0.8
19630709	,39.6
19630710	,59.9
19630711	,4.6
19630712	,1.5
19630713	,13.0
19630714	,52.6
19630715	,1.7
19630716	,0.0
19630717	,0.0
19630718	,0.3
19630719	,9.8
19630720	,3.0
19630721	,5.3
19630722	,5.0
19630723	,0.0
19630724	,5.8
19630725	,3.7
19630726	,0.8
19630727	,1.6
19630728	,37.7
19630729	,21.3
19630730	,17.8
19630731	,68.2
19630801	,0.9
19630802	,0.0
19630803	,4.4
19630804	,8.4
19630805	,5.7
19630806	,0.0
19630807	,8.5
19630808	,0.2
19630809	,0.0
19630810	,6.9
19630811	,2.4
19630812	,54.6
19630813	,34.9
19630814	,0.0
19630815	,41.0
19630816	,18.0
19630817	,3.6
19630818	,0.0
19630819	,69.4
19630820	,19.2
19630821	,1.8
19630822	,1.0
19630823	,4.5
19630824	,0.5
19630825	,2.8
19630826	,0.2
19630827	,29.5
19630828	,0.0
19630829	,0.0
19630830	,0.0
19630831	,0.0
19630901	,0.0
19630902	,3.6
19630903	,7.2
19630904	,0.0
19630905	,0.0
19630906	,0.0
19630907	,0.0
19630908	,0.0
19630909	,0.0
19630910	,0.0
19630911	,0.0
19630912	,2.2
19630913	,61.7
19630914	,0.2
19630915	,1.0
19630916	,0.0
19630917	,0.7
19630918	,0.0
19630919	,0.0
19630920	,1.6
19630921	,0.0
19630922	,0.0
19630923	,0.0
19630924	,0.0
19630925	,0.0
19630926	,3.6
19630927	,0.0
19630928	,2.8
19630929	,26.7
19630930	,3.8
19631001	,0.0
19631002	,0.0
19631003	,1.0
19631004	,0.0
19631005	,0.0
19631006	,0.0
19631007	,0.3
19631008	,0.0
19631009	,0.0
19631010	,0.0
19631011	,0.0
19631012	,0.0
19631013	,0.0
19631014	,24.9
19631015	,0.6
19631016	,0.0
19631017	,0.0
19631018	,0.0
19631019	,0.0
19631020	,0.0
19631021	,0.0
19631022	,0.0
19631023	,0.0
19631024	,16.0
19631025	,10.1
19631026	,0.0
19631027	,0.0
19631028	,0.0
19631029	,0.0
19631030	,0.0
19631031	,0.6
19631101	,0.0
19631102	,2.2
19631103	,4.2
19631104	,0.0
19631105	,0.0
19631106	,0.0
19631107	,0.0
19631108	,0.0
19631109	,0.0
19631110	,0.0
19631111	,0.0
19631112	,0.0
19631113	,0.0
19631114	,0.0
19631115	,0.0
19631116	,0.0
19631117	,0.0
19631118	,0.0
19631119	,0.0
19631120	,0.0
19631121	,0.0
19631122	,0.0
19631123	,0.0
19631124	,1.3
19631125	,0.0
19631126	,0.0
19631127	,0.0
19631128	,0.0
19631129	,0.0
19631130	,0.0
19631201	,0.0
19631202	,1.1
19631203	,0.0
19631204	,0.0
19631205	,0.0
19631206	,0.0
19631207	,0.0
19631208	,0.0
19631209	,0.0
19631210	,0.0
19631211	,0.0
19631212	,0.0
19631213	,0.0
19631214	,0.0
19631215	,0.0
19631216	,0.0
19631217	,0.0
19631218	,0.0
19631219	,0.0
19631220	,0.0
19631221	,0.0
19631222	,0.0
19631223	,0.0
19631224	,0.0
19631225	,0.0
19631226	,0.0
19631227	,0.0
19631228	,0.0
19631229	,0.0
19631230	,0.0
19631231	,6.4
19640101	,0.0
19640102	,0.0
19640103	,0.0
19640104	,0.0
19640105	,0.0
19640106	,0.0
19640107	,0.0
19640108	,0.0
19640109	,0.0
19640110	,0.0
19640111	,0.0
19640112	,0.0
19640113	,1.6
19640114	,0.0
19640115	,0.0
19640116	,0.0
19640117	,0.0
19640118	,0.0
19640119	,0.0
19640120	,0.0
19640121	,0.0
19640122	,0.0
19640123	,0.0
19640124	,0.0
19640125	,0.0
19640126	,0.0
19640127	,0.0
19640128	,0.0
19640129	,0.0
19640130	,0.0
19640131	,0.0
19640201	,0.0
19640202	,0.0
19640203	,0.0
19640204	,0.0
19640205	,0.0
19640206	,0.0
19640207	,0.0
19640208	,0.0
19640209	,0.0
19640210	,0.0
19640211	,0.0
19640212	,0.0
19640213	,0.0
19640214	,0.0
19640215	,0.0
19640216	,0.0
19640217	,0.0
19640218	,0.0
19640219	,0.0
19640220	,0.0
19640221	,0.0
19640222	,1.7
19640223	,9.8
19640224	,9.8
19640225	,0.0
19640226	,0.0
19640227	,0.0
19640228	,0.0
19640229	,0.0
19640301	,0.0
19640302	,0.0
19640303	,0.0
19640304	,0.0
19640305	,0.0
19640306	,0.0
19640307	,0.0
19640308	,0.0
19640309	,0.0
19640310	,0.0
19640311	,0.0
19640312	,0.0
19640313	,0.0
19640314	,0.0
19640315	,0.0
19640316	,0.0
19640317	,0.0
19640318	,19.8
19640319	,0.0
19640320	,9.1
19640321	,5.8
19640322	,6.8
19640323	,26.5
19640324	,0.0
19640325	,0.0
19640326	,0.0
19640327	,5.0
19640328	,0.0
19640329	,1.2
19640330	,0.0
19640331	,0.0
19640401	,2.7
19640402	,6.7
19640403	,0.0
19640404	,5.2
19640405	,0.5
19640406	,0.0
19640407	,0.0
19640408	,3.7
19640409	,7.3
19640410	,11.0
19640411	,35.0
19640412	,1.3
19640413	,14.2
19640414	,20.2
19640415	,10.2
19640416	,25.7
19640417	,10.6
19640418	,13.5
19640419	,13.7
19640420	,0.0
19640421	,0.0
19640422	,0.0
19640423	,0.0
19640424	,0.0
19640425	,0.0
19640426	,0.0
19640427	,0.0
19640428	,0.7
19640429	,0.7
19640430	,0.0
19640501	,4.3
19640502	,0.0
19640503	,0.1
19640504	,18.3
19640505	,59.6
19640506	,65.5
19640507	,12.9
19640508	,28.6
19640509	,0.0
19640510	,0.0
19640511	,8.0
19640512	,6.2
19640513	,0.8
19640514	,0.0
19640515	,0.0
19640516	,0.0
19640517	,0.0
19640518	,6.8
19640519	,20.3
19640520	,0.0
19640521	,0.0
19640522	,1.2
19640523	,0.0
19640524	,3.3
19640525	,0.4
19640526	,0.0
19640527	,0.0
19640528	,0.0
19640529	,0.0
19640530	,0.0
19640531	,0.0
19640601	,0.0
19640602	,0.0
19640603	,0.8
19640604	,24.2
19640605	,17.3
19640606	,8.6
19640607	,9.5
19640608	,16.3
19640609	,2.0
19640610	,32.8
19640611	,3.8
19640612	,15.3
19640613	,0.5
19640614	,0.2
19640615	,43.1
19640616	,11.2
19640617	,7.9
19640618	,6.3
19640619	,0.7
19640620	,0.0
19640621	,57.7
19640622	,69.6
19640623	,5.6
19640624	,0.0
19640625	,12.0
19640626	,23.0
19640627	,4.6
19640628	,10.4
19640629	,16.3
19640630	,0.0
19640701	,1.6
19640702	,2.7
19640703	,0.0
19640704	,0.0
19640705	,22.5
19640706	,27.3
19640707	,4.2
19640708	,6.4
19640709	,22.3
19640710	,4.2
19640711	,7.8
19640712	,12.9
19640713	,1.6
19640714	,4.2
19640715	,0.0
19640716	,49.0
19640717	,0.6
19640718	,14.5
19640719	,11.8
19640720	,3.3
19640721	,0.0
19640722	,0.0
19640723	,0.0
19640724	,22.1
19640725	,6.8
19640726	,0.0
19640727	,0.0
19640728	,24.6
19640729	,16.9
19640730	,66.5
19640731	,31.4
19640801	,3.6
19640802	,7.6
19640803	,2.6
19640804	,18.9
19640805	,0.0
19640806	,0.0
19640807	,11.4
19640808	,8.2
19640809	,0.0
19640810	,0.0
19640811	,0.6
19640812	,7.8
19640813	,2.3
19640814	,18.7
19640815	,1.4
19640816	,0.2
19640817	,7.4
19640818	,8.4
19640819	,17.2
19640820	,0.9
19640821	,0.0
19640822	,0.0
19640823	,0.0
19640824	,2.6
19640825	,0.0
19640826	,36.7
19640827	,25.8
19640828	,1.7
19640829	,0.0
19640830	,0.0
19640831	,7.6
19640901	,0.0
19640902	,2.5
19640903	,0.0
19640904	,0.0
19640905	,0.7
19640906	,7.5
19640907	,3.1
19640908	,21.0
19640909	,10.2
19640910	,0.4
19640911	,0.0
19640912	,2.8
19640913	,0.4
19640914	,9.8
19640915	,0.0
19640916	,11.0
19640917	,0.0
19640918	,14.9
19640919	,4.2
19640920	,0.0
19640921	,0.0
19640922	,1.9
19640923	,5.1
19640924	,0.0
19640925	,15.8
19640926	,0.0
19640927	,0.0
19640928	,0.0
19640929	,3.8
19640930	,0.5
19641001	,0.0
19641002	,0.0
19641003	,0.0
19641004	,1.8
19641005	,4.7
19641006	,20.9
19641007	,20.7
19641008	,1.9
19641009	,0.0
19641010	,0.0
19641011	,0.8
19641012	,2.6
19641013	,0.0
19641014	,0.0
19641015	,2.6
19641016	,0.0
19641017	,0.0
19641018	,0.0
19641019	,7.8
19641020	,1.8
19641021	,0.0
19641022	,0.3
19641023	,11.2
19641024	,0.0
19641025	,0.0
19641026	,9.2
19641027	,33.3
19641028	,0.4
19641029	,0.0
19641030	,0.0
19641031	,0.0
19641101	,0.0
19641102	,0.0
19641103	,6.8
19641104	,0.0
19641105	,0.0
19641106	,0.0
19641107	,0.0
19641108	,0.0
19641109	,0.0
19641110	,0.0
19641111	,0.0
19641112	,0.0
19641113	,0.0
19641114	,0.0
19641115	,0.0
19641116	,0.0
19641117	,0.0
19641118	,0.0
19641119	,0.0
19641120	,0.9
19641121	,0.0
19641122	,0.0
19641123	,0.0
19641124	,0.0
19641125	,0.0
19641126	,0.0
19641127	,0.0
19641128	,0.0
19641129	,0.0
19641130	,0.0
19641201	,0.0
19641202	,0.0
19641203	,0.0
19641204	,0.0
19641205	,0.0
19641206	,0.0
19641207	,0.0
19641208	,0.0
19641209	,0.0
19641210	,0.0
19641211	,0.0
19641212	,0.0
19641213	,0.0
19641214	,0.0
19641215	,0.0
19641216	,0.0
19641217	,0.0
19641218	,0.0
19641219	,0.0
19641220	,0.0
19641221	,0.0
19641222	,0.0
19641223	,0.0
19641224	,0.0
19641225	,0.2
19641226	,0.0
19641227	,0.0
19641228	,0.0
19641229	,0.0
19641230	,0.0
19641231	,0.0
19650101	,0.0
19650102	,0.0
19650103	,0.0
19650104	,0.0
19650105	,0.0
19650106	,0.0
19650107	,0.0
19650108	,0.0
19650109	,0.0
19650110	,0.0
19650111	,0.0
19650112	,0.0
19650113	,0.0
19650114	,0.0
19650115	,0.0
19650116	,0.0
19650117	,0.0
19650118	,0.0
19650119	,0.0
19650120	,0.0
19650121	,0.0
19650122	,0.0
19650123	,0.0
19650124	,0.0
19650125	,0.0
19650126	,0.0
19650127	,0.0
19650128	,0.0
19650129	,0.0
19650130	,0.0
19650131	,0.0
19650201	,0.0
19650202	,0.0
19650203	,9.0
19650204	,7.2
19650205	,0.2
19650206	,0.0
19650207	,10.0
19650208	,5.4
19650209	,0.0
19650210	,0.0
19650211	,0.0
19650212	,0.0
19650213	,0.0
19650214	,0.0
19650215	,0.0
19650216	,0.0
19650217	,0.0
19650218	,0.0
19650219	,0.0
19650220	,7.2
19650221	,0.0
19650222	,0.0
19650223	,0.0
19650224	,0.0
19650225	,0.0
19650226	,0.0
19650227	,0.0
19650228	,0.0
19650301	,0.0
19650302	,0.0
19650303	,0.0
19650304	,0.0
19650305	,0.0
19650306	,0.0
19650307	,0.0
19650308	,0.0
19650309	,0.0
19650310	,0.0
19650311	,0.0
19650312	,0.0
19650313	,0.0
19650314	,0.0
19650315	,0.0
19650316	,0.0
19650317	,0.0
19650318	,0.0
19650319	,0.0
19650320	,0.0
19650321	,0.2
19650322	,0.0
19650323	,0.0
19650324	,9.4
19650325	,2.8
19650326	,0.0
19650327	,8.1
19650328	,7.0
19650329	,15.8
